,Unnamed: 0,id,Stance,uclmr,athene,solat,solat_tree,solat_deep,mix_solat_uclmr
20690,20690,20690,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
20695,20695,20695,agree,discuss,discuss,discuss,discuss,discuss,discuss
20700,20700,20700,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
20705,20705,20705,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
20710,20710,20710,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
20715,20715,20715,agree,agree,agree,agree,agree,agree,agree
20720,20720,20720,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
20725,20725,20725,agree,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
20730,20730,20730,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
20735,20735,20735,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
20740,20740,20740,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
20745,20745,20745,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
20750,20750,20750,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
20755,20755,20755,discuss,discuss,discuss,discuss,discuss,agree,discuss
20760,20760,20760,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
20765,20765,20765,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
20770,20770,20770,unrelated,discuss,unrelated,unrelated,unrelated,unrelated,unrelated
20775,20775,20775,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated
20780,20780,20780,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
20785,20785,20785,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
20790,20790,20790,discuss,unrelated,discuss,discuss,discuss,discuss,discuss
20795,20795,20795,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
20800,20800,20800,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
20805,20805,20805,discuss,discuss,discuss,agree,agree,unrelated,agree
20810,20810,20810,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
20815,20815,20815,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
20820,20820,20820,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
20825,20825,20825,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
20830,20830,20830,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
20835,20835,20835,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
20840,20840,20840,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
20845,20845,20845,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
20850,20850,20850,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
20855,20855,20855,agree,agree,discuss,agree,agree,agree,agree
20860,20860,20860,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated
20865,20865,20865,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
20870,20870,20870,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated
20875,20875,20875,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
20880,20880,20880,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
20885,20885,20885,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
20890,20890,20890,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated
20895,20895,20895,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
20900,20900,20900,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
20905,20905,20905,discuss,agree,agree,unrelated,discuss,unrelated,agree
20910,20910,20910,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
20915,20915,20915,agree,agree,agree,agree,discuss,agree,discuss
20920,20920,20920,agree,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
20925,20925,20925,discuss,discuss,discuss,discuss,discuss,discuss,discuss
20930,20930,20930,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
20935,20935,20935,agree,discuss,discuss,discuss,discuss,agree,discuss
20940,20940,20940,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated
20945,20945,20945,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
20950,20950,20950,unrelated,discuss,unrelated,unrelated,unrelated,discuss,unrelated
20955,20955,20955,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
20960,20960,20960,disagree,discuss,discuss,disagree,discuss,disagree,discuss
20965,20965,20965,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
20970,20970,20970,discuss,discuss,discuss,discuss,discuss,unrelated,discuss
20975,20975,20975,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
20980,20980,20980,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
20985,20985,20985,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
20990,20990,20990,unrelated,discuss,unrelated,discuss,discuss,agree,discuss
20995,20995,20995,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21000,21000,21000,discuss,unrelated,unrelated,unrelated,unrelated,agree,unrelated
21005,21005,21005,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21010,21010,21010,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21015,21015,21015,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21020,21020,21020,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21025,21025,21025,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
21030,21030,21030,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21035,21035,21035,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
21040,21040,21040,discuss,discuss,discuss,agree,discuss,agree,discuss
21045,21045,21045,discuss,discuss,discuss,discuss,discuss,discuss,discuss
21050,21050,21050,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21055,21055,21055,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21060,21060,21060,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
21065,21065,21065,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
21070,21070,21070,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21075,21075,21075,discuss,discuss,discuss,agree,discuss,agree,discuss
21080,21080,21080,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21085,21085,21085,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21090,21090,21090,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21095,21095,21095,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21100,21100,21100,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21105,21105,21105,discuss,discuss,discuss,discuss,discuss,unrelated,discuss
21110,21110,21110,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
21115,21115,21115,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
21120,21120,21120,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated
21125,21125,21125,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21130,21130,21130,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21135,21135,21135,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
21140,21140,21140,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21145,21145,21145,discuss,discuss,discuss,discuss,discuss,agree,discuss
21150,21150,21150,discuss,discuss,discuss,discuss,discuss,agree,discuss
21155,21155,21155,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21160,21160,21160,disagree,discuss,agree,agree,agree,agree,agree
21165,21165,21165,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21170,21170,21170,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21175,21175,21175,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21180,21180,21180,discuss,discuss,discuss,discuss,discuss,agree,discuss
21185,21185,21185,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21190,21190,21190,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21195,21195,21195,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21200,21200,21200,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21205,21205,21205,unrelated,discuss,unrelated,discuss,discuss,discuss,discuss
21210,21210,21210,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21215,21215,21215,disagree,discuss,discuss,discuss,discuss,agree,discuss
21220,21220,21220,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21225,21225,21225,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21230,21230,21230,agree,agree,discuss,discuss,discuss,agree,discuss
21235,21235,21235,discuss,discuss,discuss,discuss,discuss,discuss,discuss
21240,21240,21240,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21245,21245,21245,disagree,agree,agree,agree,agree,agree,agree
21250,21250,21250,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21255,21255,21255,discuss,discuss,discuss,discuss,discuss,agree,discuss
21260,21260,21260,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21265,21265,21265,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21270,21270,21270,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21275,21275,21275,discuss,discuss,discuss,discuss,discuss,unrelated,discuss
21280,21280,21280,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21285,21285,21285,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21290,21290,21290,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21295,21295,21295,disagree,discuss,agree,agree,agree,agree,agree
21300,21300,21300,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
21305,21305,21305,unrelated,unrelated,agree,unrelated,unrelated,agree,unrelated
21310,21310,21310,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21315,21315,21315,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21320,21320,21320,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21325,21325,21325,disagree,agree,agree,agree,agree,unrelated,agree
21330,21330,21330,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21335,21335,21335,discuss,discuss,discuss,discuss,discuss,discuss,discuss
21340,21340,21340,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21345,21345,21345,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
21350,21350,21350,discuss,discuss,discuss,discuss,discuss,discuss,discuss
21355,21355,21355,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21360,21360,21360,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21365,21365,21365,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21370,21370,21370,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21375,21375,21375,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
21380,21380,21380,unrelated,unrelated,unrelated,unrelated,unrelated,disagree,unrelated
21385,21385,21385,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21390,21390,21390,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21395,21395,21395,discuss,discuss,discuss,discuss,discuss,discuss,discuss
21400,21400,21400,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
21405,21405,21405,unrelated,unrelated,unrelated,unrelated,unrelated,disagree,unrelated
21410,21410,21410,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21415,21415,21415,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21420,21420,21420,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21425,21425,21425,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21430,21430,21430,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21435,21435,21435,discuss,discuss,discuss,agree,agree,unrelated,agree
21440,21440,21440,disagree,unrelated,unrelated,discuss,discuss,agree,discuss
21445,21445,21445,discuss,discuss,discuss,discuss,discuss,agree,discuss
21450,21450,21450,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21455,21455,21455,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21460,21460,21460,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21465,21465,21465,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21470,21470,21470,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21475,21475,21475,agree,agree,discuss,discuss,discuss,agree,discuss
21480,21480,21480,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21485,21485,21485,agree,unrelated,unrelated,unrelated,unrelated,agree,unrelated
21490,21490,21490,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21495,21495,21495,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21500,21500,21500,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
21505,21505,21505,discuss,agree,discuss,discuss,discuss,agree,discuss
21510,21510,21510,discuss,discuss,discuss,discuss,discuss,agree,discuss
21515,21515,21515,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21520,21520,21520,agree,discuss,unrelated,agree,agree,unrelated,agree
21525,21525,21525,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21530,21530,21530,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21535,21535,21535,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
21540,21540,21540,agree,agree,discuss,agree,discuss,agree,discuss
21545,21545,21545,agree,discuss,discuss,discuss,discuss,discuss,discuss
21550,21550,21550,disagree,discuss,agree,discuss,discuss,discuss,discuss
21555,21555,21555,disagree,discuss,discuss,discuss,discuss,discuss,discuss
21560,21560,21560,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21565,21565,21565,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated
21570,21570,21570,discuss,discuss,discuss,agree,agree,agree,agree
21575,21575,21575,discuss,discuss,discuss,discuss,discuss,agree,discuss
21580,21580,21580,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21585,21585,21585,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated
21590,21590,21590,discuss,discuss,discuss,agree,agree,unrelated,agree
21595,21595,21595,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21600,21600,21600,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21605,21605,21605,discuss,discuss,discuss,discuss,discuss,agree,discuss
21610,21610,21610,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21615,21615,21615,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
21620,21620,21620,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
21625,21625,21625,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
21630,21630,21630,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21635,21635,21635,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
21640,21640,21640,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21645,21645,21645,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21650,21650,21650,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21655,21655,21655,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21660,21660,21660,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21665,21665,21665,agree,discuss,agree,agree,discuss,agree,discuss
21670,21670,21670,disagree,discuss,discuss,agree,agree,agree,agree
21675,21675,21675,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21680,21680,21680,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21685,21685,21685,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21690,21690,21690,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
21695,21695,21695,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21700,21700,21700,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
21705,21705,21705,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21710,21710,21710,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21715,21715,21715,agree,agree,agree,agree,agree,agree,agree
21720,21720,21720,unrelated,unrelated,discuss,unrelated,unrelated,agree,unrelated
21725,21725,21725,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
21730,21730,21730,unrelated,unrelated,unrelated,unrelated,unrelated,disagree,unrelated
21735,21735,21735,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21740,21740,21740,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21745,21745,21745,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21750,21750,21750,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21755,21755,21755,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21760,21760,21760,agree,discuss,discuss,agree,discuss,unrelated,discuss
21765,21765,21765,unrelated,discuss,unrelated,unrelated,unrelated,unrelated,unrelated
21770,21770,21770,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21775,21775,21775,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21780,21780,21780,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21785,21785,21785,agree,discuss,discuss,agree,agree,agree,agree
21790,21790,21790,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
21795,21795,21795,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21800,21800,21800,discuss,discuss,discuss,discuss,discuss,discuss,discuss
21805,21805,21805,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
21810,21810,21810,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21815,21815,21815,agree,discuss,discuss,agree,agree,agree,discuss
21820,21820,21820,discuss,discuss,discuss,discuss,discuss,discuss,discuss
21825,21825,21825,discuss,discuss,discuss,agree,discuss,agree,discuss
21830,21830,21830,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21835,21835,21835,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21840,21840,21840,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21845,21845,21845,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21850,21850,21850,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21855,21855,21855,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21860,21860,21860,agree,discuss,discuss,discuss,discuss,discuss,discuss
21865,21865,21865,agree,disagree,discuss,unrelated,discuss,agree,discuss
21870,21870,21870,discuss,discuss,discuss,discuss,discuss,discuss,discuss
21875,21875,21875,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21880,21880,21880,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21885,21885,21885,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21890,21890,21890,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21895,21895,21895,unrelated,unrelated,unrelated,unrelated,unrelated,disagree,unrelated
21900,21900,21900,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21905,21905,21905,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21910,21910,21910,agree,agree,agree,agree,agree,unrelated,agree
21915,21915,21915,discuss,discuss,discuss,discuss,discuss,discuss,discuss
21920,21920,21920,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21925,21925,21925,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21930,21930,21930,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21935,21935,21935,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
21940,21940,21940,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
21945,21945,21945,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21950,21950,21950,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21955,21955,21955,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
21960,21960,21960,unrelated,discuss,discuss,discuss,discuss,unrelated,discuss
21965,21965,21965,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated
21970,21970,21970,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21975,21975,21975,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
21980,21980,21980,discuss,discuss,discuss,discuss,discuss,agree,discuss
21985,21985,21985,discuss,discuss,discuss,unrelated,unrelated,unrelated,discuss
21990,21990,21990,discuss,discuss,discuss,discuss,discuss,discuss,discuss
21995,21995,21995,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22000,22000,22000,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22005,22005,22005,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22010,22010,22010,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22015,22015,22015,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22020,22020,22020,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22025,22025,22025,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22030,22030,22030,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22035,22035,22035,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22040,22040,22040,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22045,22045,22045,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22050,22050,22050,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
22055,22055,22055,agree,discuss,discuss,discuss,discuss,agree,discuss
22060,22060,22060,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
22065,22065,22065,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22070,22070,22070,unrelated,agree,disagree,unrelated,unrelated,agree,unrelated
22075,22075,22075,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22080,22080,22080,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated
22085,22085,22085,discuss,discuss,discuss,agree,agree,agree,agree
22090,22090,22090,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22095,22095,22095,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
22100,22100,22100,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22105,22105,22105,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22110,22110,22110,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
22115,22115,22115,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22120,22120,22120,discuss,discuss,discuss,discuss,discuss,discuss,discuss
22125,22125,22125,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22130,22130,22130,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22135,22135,22135,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22140,22140,22140,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22145,22145,22145,discuss,discuss,discuss,discuss,discuss,agree,discuss
22150,22150,22150,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22155,22155,22155,discuss,agree,unrelated,unrelated,unrelated,agree,unrelated
22160,22160,22160,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22165,22165,22165,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22170,22170,22170,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22175,22175,22175,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22180,22180,22180,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22185,22185,22185,discuss,discuss,discuss,discuss,discuss,discuss,discuss
22190,22190,22190,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22195,22195,22195,discuss,discuss,discuss,discuss,discuss,unrelated,discuss
22200,22200,22200,discuss,discuss,discuss,discuss,discuss,discuss,discuss
22205,22205,22205,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22210,22210,22210,agree,discuss,discuss,unrelated,unrelated,unrelated,unrelated
22215,22215,22215,disagree,discuss,discuss,discuss,discuss,discuss,discuss
22220,22220,22220,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22225,22225,22225,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
22230,22230,22230,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22235,22235,22235,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22240,22240,22240,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22245,22245,22245,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22250,22250,22250,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
22255,22255,22255,agree,discuss,discuss,discuss,discuss,agree,discuss
22260,22260,22260,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22265,22265,22265,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22270,22270,22270,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22275,22275,22275,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22280,22280,22280,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22285,22285,22285,discuss,discuss,discuss,agree,agree,agree,agree
22290,22290,22290,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22295,22295,22295,discuss,discuss,discuss,discuss,discuss,discuss,discuss
22300,22300,22300,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22305,22305,22305,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22310,22310,22310,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22315,22315,22315,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
22320,22320,22320,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22325,22325,22325,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
22330,22330,22330,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22335,22335,22335,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22340,22340,22340,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22345,22345,22345,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22350,22350,22350,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
22355,22355,22355,discuss,discuss,discuss,agree,discuss,agree,discuss
22360,22360,22360,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
