,Stance,solat,athene,uclmr,solat_tree,solat_deep,mix_solat_uclmr
17244,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17246,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17247,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17248,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17249,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
17251,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
17252,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17253,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17254,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17256,discuss,agree,unrelated,discuss,agree,agree,agree
17257,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17258,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17259,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
17261,discuss,discuss,unrelated,discuss,discuss,agree,discuss
17262,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17263,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17264,unrelated,discuss,unrelated,discuss,discuss,discuss,discuss
17266,unrelated,unrelated,discuss,discuss,unrelated,discuss,unrelated
17267,unrelated,unrelated,unrelated,unrelated,unrelated,disagree,unrelated
17268,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17269,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17271,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17272,agree,discuss,unrelated,unrelated,discuss,discuss,unrelated
17273,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
17274,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17276,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17277,discuss,discuss,discuss,discuss,discuss,agree,discuss
17278,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
17279,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17281,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17282,discuss,agree,discuss,agree,agree,agree,agree
17283,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
17284,discuss,discuss,agree,discuss,discuss,discuss,discuss
17286,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17287,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17288,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17289,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17291,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17292,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17293,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17294,discuss,discuss,discuss,discuss,discuss,discuss,discuss
17296,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17297,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17298,discuss,discuss,discuss,agree,discuss,unrelated,discuss
17299,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17301,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17302,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17303,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17304,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17306,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17307,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17308,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17309,discuss,discuss,discuss,discuss,discuss,agree,discuss
17311,agree,agree,agree,agree,agree,agree,agree
17312,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17313,discuss,discuss,discuss,discuss,discuss,discuss,discuss
17314,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated
17316,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17317,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17318,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17319,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17321,agree,discuss,agree,discuss,discuss,discuss,discuss
17322,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17323,discuss,discuss,discuss,discuss,discuss,discuss,discuss
17324,discuss,discuss,discuss,discuss,discuss,agree,discuss
17326,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17327,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
17328,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17329,discuss,discuss,discuss,discuss,discuss,discuss,discuss
17331,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17332,discuss,unrelated,unrelated,discuss,discuss,unrelated,discuss
17333,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17334,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17336,discuss,discuss,discuss,discuss,discuss,discuss,discuss
17337,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17338,discuss,discuss,discuss,discuss,discuss,agree,discuss
17339,discuss,discuss,unrelated,discuss,discuss,agree,discuss
17341,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17342,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17343,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17344,unrelated,unrelated,unrelated,unrelated,unrelated,disagree,unrelated
17346,discuss,discuss,unrelated,discuss,discuss,discuss,discuss
17347,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17348,agree,discuss,discuss,agree,discuss,unrelated,agree
17349,discuss,agree,discuss,discuss,agree,agree,agree
17351,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17352,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17353,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17354,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17356,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
17357,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
17358,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17359,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17361,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17362,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17363,discuss,discuss,discuss,discuss,discuss,agree,discuss
17364,agree,discuss,discuss,agree,discuss,unrelated,discuss
17366,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17367,unrelated,unrelated,unrelated,unrelated,unrelated,disagree,unrelated
17368,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
17369,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17371,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17372,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17373,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17374,agree,discuss,discuss,discuss,discuss,agree,discuss
17376,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17377,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17378,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17379,unrelated,discuss,unrelated,discuss,discuss,discuss,discuss
17381,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17382,discuss,discuss,discuss,discuss,discuss,discuss,discuss
17383,discuss,discuss,discuss,unrelated,discuss,discuss,discuss
17384,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17386,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17387,unrelated,unrelated,unrelated,unrelated,unrelated,disagree,unrelated
17388,unrelated,unrelated,unrelated,unrelated,unrelated,disagree,unrelated
17389,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17391,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
17392,unrelated,discuss,unrelated,discuss,unrelated,discuss,discuss
17393,discuss,discuss,unrelated,discuss,discuss,agree,discuss
17394,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17396,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17397,agree,discuss,discuss,discuss,discuss,agree,discuss
17398,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated
17399,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17401,discuss,discuss,discuss,discuss,discuss,agree,discuss
17402,discuss,discuss,discuss,discuss,discuss,agree,discuss
17403,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17404,discuss,discuss,agree,agree,discuss,unrelated,agree
17406,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
17407,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17408,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated
17409,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17411,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
17412,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17413,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
17414,agree,agree,discuss,discuss,agree,disagree,discuss
17416,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17417,discuss,agree,discuss,discuss,agree,agree,agree
17418,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17419,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17421,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17422,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17423,agree,agree,discuss,discuss,discuss,agree,discuss
17424,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17426,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17427,discuss,discuss,unrelated,discuss,discuss,discuss,discuss
17428,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17429,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17431,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17432,discuss,agree,agree,discuss,discuss,agree,discuss
17433,discuss,discuss,discuss,discuss,discuss,discuss,discuss
17434,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17436,discuss,discuss,discuss,discuss,discuss,agree,discuss
17437,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17438,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
17439,discuss,discuss,discuss,discuss,discuss,unrelated,discuss
17441,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
17442,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17443,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17444,discuss,discuss,discuss,discuss,discuss,discuss,discuss
17446,discuss,unrelated,unrelated,unrelated,unrelated,agree,unrelated
17447,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17448,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
17449,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17451,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
17452,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17453,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
17454,discuss,discuss,discuss,agree,discuss,unrelated,discuss
17456,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17457,agree,discuss,discuss,discuss,discuss,discuss,discuss
17458,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17459,discuss,discuss,discuss,discuss,discuss,agree,discuss
17461,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
17462,discuss,discuss,discuss,discuss,discuss,disagree,discuss
17463,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated
17464,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17466,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17467,discuss,discuss,discuss,discuss,discuss,discuss,discuss
17468,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
17469,agree,agree,agree,agree,agree,agree,agree
17471,agree,unrelated,agree,agree,agree,unrelated,agree
17472,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17473,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17474,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17476,discuss,discuss,discuss,discuss,discuss,discuss,discuss
17477,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17478,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17479,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17481,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17482,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17483,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17484,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17486,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17487,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17488,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17489,disagree,unrelated,unrelated,discuss,agree,unrelated,agree
17491,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17492,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17493,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17494,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17496,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
17497,discuss,discuss,discuss,discuss,discuss,agree,discuss
17498,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
17499,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17501,discuss,discuss,discuss,discuss,discuss,agree,discuss
17502,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
17503,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
17504,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17506,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17507,discuss,discuss,unrelated,discuss,discuss,discuss,discuss
17508,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
17509,unrelated,unrelated,unrelated,unrelated,unrelated,disagree,unrelated
17511,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17512,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17513,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17514,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17516,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17517,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated
17518,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
17519,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17521,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17522,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
17523,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17524,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17526,discuss,agree,agree,discuss,agree,unrelated,agree
17527,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17528,disagree,discuss,discuss,unrelated,discuss,agree,discuss
17529,agree,agree,agree,agree,agree,agree,agree
17531,discuss,discuss,unrelated,unrelated,discuss,discuss,discuss
17532,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17533,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17534,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17536,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17537,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17538,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17539,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17541,discuss,discuss,discuss,discuss,discuss,discuss,discuss
17542,agree,agree,discuss,discuss,agree,agree,discuss
17543,disagree,agree,agree,agree,discuss,agree,agree
17544,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17546,agree,agree,agree,agree,agree,agree,agree
17547,unrelated,unrelated,unrelated,discuss,unrelated,unrelated,unrelated
17548,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17549,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
17551,agree,discuss,discuss,discuss,discuss,unrelated,discuss
17552,discuss,discuss,discuss,discuss,discuss,discuss,discuss
17553,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
17554,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
17556,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17557,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17558,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
17559,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17561,discuss,agree,discuss,agree,agree,agree,agree
17562,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17563,discuss,discuss,discuss,discuss,discuss,unrelated,discuss
17564,discuss,agree,agree,agree,agree,agree,agree
17566,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17567,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17568,agree,discuss,discuss,discuss,discuss,agree,discuss
17569,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17571,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17572,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17573,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17574,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated
17576,agree,unrelated,unrelated,unrelated,unrelated,agree,unrelated
17577,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17578,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17579,discuss,agree,agree,agree,discuss,agree,agree
17581,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated
17582,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
17583,unrelated,unrelated,unrelated,unrelated,unrelated,disagree,unrelated
17584,unrelated,unrelated,unrelated,unrelated,unrelated,disagree,unrelated
17586,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
17587,agree,agree,agree,agree,agree,agree,agree
17588,disagree,agree,disagree,disagree,discuss,agree,agree
17589,agree,unrelated,agree,agree,discuss,unrelated,discuss
17591,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17592,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17593,discuss,unrelated,unrelated,unrelated,unrelated,agree,unrelated
17594,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17596,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
17597,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
17598,agree,agree,agree,agree,agree,agree,agree
17599,discuss,discuss,discuss,discuss,discuss,agree,discuss
17601,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17602,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17603,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17604,discuss,discuss,discuss,discuss,discuss,discuss,discuss
17606,disagree,discuss,agree,discuss,discuss,unrelated,discuss
17607,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17608,disagree,agree,agree,discuss,agree,disagree,discuss
17609,unrelated,unrelated,unrelated,unrelated,unrelated,disagree,unrelated
17611,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17612,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17613,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
17614,unrelated,unrelated,unrelated,discuss,unrelated,unrelated,unrelated
17616,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated
17617,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
17618,agree,agree,discuss,discuss,agree,unrelated,agree
17619,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17621,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
17622,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17623,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17624,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17626,discuss,discuss,discuss,discuss,discuss,agree,discuss
17627,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17628,agree,unrelated,unrelated,unrelated,discuss,unrelated,unrelated
17629,unrelated,unrelated,unrelated,unrelated,unrelated,disagree,unrelated
17631,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17632,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17633,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17634,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
17636,discuss,discuss,agree,agree,discuss,agree,discuss
17637,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17638,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
17639,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17641,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17642,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17643,discuss,discuss,discuss,discuss,discuss,discuss,discuss
17644,discuss,discuss,discuss,discuss,discuss,discuss,discuss
17646,discuss,discuss,discuss,discuss,discuss,agree,discuss
17647,unrelated,agree,unrelated,unrelated,agree,agree,unrelated
17648,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17649,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17651,discuss,discuss,discuss,discuss,discuss,discuss,discuss
17652,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17653,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
17654,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17656,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17657,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17658,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17659,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17661,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17662,agree,agree,agree,agree,agree,agree,agree
17663,disagree,agree,disagree,disagree,discuss,disagree,agree
17664,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated
17666,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17667,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17668,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17669,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17671,discuss,discuss,agree,discuss,discuss,unrelated,discuss
17672,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17673,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17674,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17676,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17677,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17678,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17679,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17681,discuss,discuss,discuss,discuss,discuss,agree,discuss
17682,disagree,discuss,agree,discuss,discuss,agree,discuss
17683,discuss,discuss,discuss,discuss,discuss,discuss,discuss
17684,discuss,discuss,disagree,unrelated,discuss,agree,unrelated
17686,discuss,agree,discuss,discuss,agree,agree,discuss
17687,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17688,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17689,discuss,discuss,discuss,discuss,discuss,agree,discuss
17691,unrelated,unrelated,unrelated,unrelated,unrelated,discuss,unrelated
17692,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17693,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17694,unrelated,unrelated,unrelated,unrelated,unrelated,disagree,unrelated
17696,agree,discuss,discuss,discuss,discuss,unrelated,discuss
17697,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17698,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17699,agree,agree,discuss,discuss,agree,agree,agree
17701,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17702,discuss,agree,discuss,discuss,discuss,agree,discuss
17703,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17704,agree,agree,agree,unrelated,agree,disagree,unrelated
17706,agree,agree,discuss,agree,agree,agree,agree
17707,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17708,discuss,discuss,agree,agree,discuss,unrelated,discuss
17709,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17711,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17712,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17713,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17714,discuss,discuss,agree,discuss,discuss,discuss,discuss
17716,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17717,discuss,discuss,discuss,discuss,discuss,discuss,discuss
17718,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
17719,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17721,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17722,agree,agree,agree,agree,discuss,agree,agree
17723,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17724,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17726,agree,agree,discuss,discuss,agree,disagree,discuss
17727,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17728,unrelated,unrelated,unrelated,unrelated,unrelated,agree,unrelated
17729,unrelated,unrelated,unrelated,unrelated,unrelated,disagree,unrelated
17731,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17732,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17733,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17734,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated,unrelated
17736,agree,discuss,unrelated,agree,discuss,unrelated,discuss
